prediction,real
3176.0574232405243,3163.179
3157.904815232781,3136.6332
3110.0874588012366,3131.1114
3125.6250437729905,3138.2936
3145.3727653272726,3190.3216
3243.524948404916,3208.0818
3225.4778668035083,3180.1583
3152.126240283292,3159.0521
3138.1697610389683,3110.6489
3062.96088779961,3066.7967
3023.148212336688,3091.3987
3115.9405215337383,3117.3759999999997
3143.9421404561294,3071.5425
3026.0949938857466,3068.012
3064.418260406357,3128.9271
3191.000312363288,3117.9739
3105.7189760160627,3075.0301
3032.6815377363996,3082.2316
3089.3828671638043,3081.1773
3079.6586812397522,3100.8586
3120.920939692009,3091.0334
3080.906804793069,3136.6448
3182.9091696033242,3161.4976
3186.1506682120166,3159.1502
3156.3445619025315,3174.4127
3189.7367884186506,3163.2632
3152.125221580557,3174.032
3185.1582378091903,3192.1183
3210.5224148624447,3169.5652
3147.343140330332,3154.2825
3138.795388145524,3193.3034
3233.4343404467277,3213.8404
3234.5299974145714,3214.3497
3214.7687505892645,3168.9642
3124.1010884691277,3154.6506
3139.9090956060504,3141.3032
3127.989533671709,3135.0821
3128.836801207845,3120.4605
3105.7457785557867,3041.4434
2964.714201298425,3095.4737
3151.12210522819,3075.1372
3054.0666465329987,3091.1909
3107.328153560877,3114.2055
3136.8934831642787,3115.1803
3115.672678095117,3109.4988
3103.7948068747296,3067.1478
3026.012565347396,3052.7831
3038.1147927829393,3079.8018
3107.2081061113804,3049.7965
3019.5131750907226,3044.1597
3038.502859604666,3021.9008
2999.734633234,2907.8221
2799.113553430849,2915.7314
2923.534783260462,2875.8099
2836.229547953227,2889.7603
2904.0806909456,2859.3364
2829.113770870534,2844.5081
2829.768828331441,2813.1775
2781.930217411338,2786.8966
2761.0754201447976,2847.4181
2909.751442959268,2775.5570000000002
2704.9179364541055,2786.8878
2797.866799881896,2759.1259999999997
2731.2892195877776,2733.8819
2708.823689108853,2747.2285
2760.6175307331823,2815.1095
2885.897257100741,2827.6252
2838.881677605354,2777.7711
2728.7107237601144,2837.6586
2899.0404578734374,2831.1837
2823.8268825961254,2814.0418
2797.0627690797496,2798.1259
2782.249012516688,2787.257
2776.000152013353,2772.5454
2757.916124721694,2829.2712
2887.6514673037764,2859.5424
2890.1056737201798,2905.5618
2952.4969163243236,2903.6467
2901.284852443804,2882.2254
2860.8357665953204,2873.5938
2864.8763049736935,2869.0495
2864.496290594827,2876.4009
2883.5147278555373,2824.5337
